File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF808QUD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR744WOO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TCF12-human	DNA						2016-10-24	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822ODT/, /files/ENCFF762OJZ/, /files/ENCFF936FZX/, /files/ENCFF356LFX/, /files/ENCFF205VVX/	479907	ENCODE Processing Pipeline	6fc1ce704461561b8c9181b23fdd10ac		https://www.encodeproject.org/files/ENCFF808QUD/@@download/ENCFF808QUD.bed.gz				released	s3://encode-public/2020/12/02/52ad09b0-46f8-4e4b-9d4b-203016035e49/ENCFF808QUD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/52ad09b0-46f8-4e4b-9d4b-203016035e49/ENCFF808QUD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF321MKV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR009LIA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7556/'], '@type': ['Target', 'Item'], 'name': 'ZNF10-human', 'label': 'ZNF10', '@id': '/targets/ZNF10-human/', 'title': 'ZNF10 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '85c41155-e4f1-4b06-b99a-df5124dbed84', 'status': 'released'}				ZNF10-human	DNA				formaldehyde		2020-08-17	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF449VBS/, /files/ENCFF351BSE/, /files/ENCFF356LFX/, /files/ENCFF294NEM/	16394	ENCODE Processing Pipeline	c97233dd51b34a6c9170b5acb30f381c		https://www.encodeproject.org/files/ENCFF321MKV/@@download/ENCFF321MKV.bed.gz				released	s3://encode-public/2020/05/14/40d43b41-581f-40e8-9b9a-1894af3e6cd4/ENCFF321MKV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/05/14/40d43b41-581f-40e8-9b9a-1894af3e6cd4/ENCFF321MKV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, borderline replicate concordance, low read depth		
ENCFF107KSN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR134QIE	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-866'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/124961/'], '@type': ['Target', 'Item'], 'name': 'ZFP3-human', 'label': 'ZFP3', '@id': '/targets/ZFP3-human/', 'title': 'ZFP3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '27290977-94e1-4ac7-ab9b-c6d6d3cb7382', 'status': 'released'}				ZFP3-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF736OSY/, /files/ENCFF705BZZ/, /files/ENCFF356LFX/, /files/ENCFF905YEA/, /files/ENCFF800IMV/, /files/ENCFF654JHZ/, /files/ENCFF533HJT/, /files/ENCFF190AZK/, /files/ENCFF425NTG/, /files/ENCFF847EHD/, /files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF528DFI/, /files/ENCFF709TVD/, /files/ENCFF489ERC/, /files/ENCFF065LBX/, /files/ENCFF003WQV/, /files/ENCFF585IQN/, /files/ENCFF928CJD/, /files/ENCFF785BTW/, /files/ENCFF095KRS/, /files/ENCFF919EDN/, /files/ENCFF949NGG/, /files/ENCFF500XPF/, /files/ENCFF451CVJ/, /files/ENCFF383QIP/, /files/ENCFF856XMU/	72021	ENCODE Processing Pipeline	dc61dcdfb00038d74aea28126fc407fd		https://www.encodeproject.org/files/ENCFF107KSN/@@download/ENCFF107KSN.bed.gz				released	s3://encode-public/2020/08/04/5b59fe81-2d4f-4ff8-990d-78c127676cbc/ENCFF107KSN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/04/5b59fe81-2d4f-4ff8-990d-78c127676cbc/ENCFF107KSN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization, low read depth		
ENCFF021PRY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR606TNN	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0000996	vagina	tissue	Homo sapiens										CTCF-human	DNA						2017-01-30	ENCODE			450-650	1	1_1							/files/ENCFF003DLR/, /files/ENCFF168JJR/, /files/ENCFF356LFX/	460946	ENCODE Processing Pipeline	d52e1a4d7f34045131adafdc59c1e019		https://www.encodeproject.org/files/ENCFF021PRY/@@download/ENCFF021PRY.bed.gz				released	s3://encode-public/2020/09/01/5e9ce58b-af42-4f6e-ba93-74e7c3ed1cb8/ENCFF021PRY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/5e9ce58b-af42-4f6e-ba93-74e7c3ed1cb8/ENCFF021PRY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF488IGF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR205SKQ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										YBX1-human	DNA						2016-08-24	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF526WYZ/, /files/ENCFF786DTU/, /files/ENCFF356LFX/, /files/ENCFF410MRB/, /files/ENCFF783FZL/	25728	ENCODE Processing Pipeline	6053d790c8defdc6abe4b2d18ba70b7e		https://www.encodeproject.org/files/ENCFF488IGF/@@download/ENCFF488IGF.bed.gz				released	s3://encode-public/2020/11/28/ea2292e9-1f25-4098-9670-8d2c0091084e/ENCFF488IGF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/28/ea2292e9-1f25-4098-9670-8d2c0091084e/ENCFF488IGF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF509KNA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR689YFA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7705/'], '@type': ['Target', 'Item'], 'name': 'ZNF146-human', 'label': 'ZNF146', '@id': '/targets/ZNF146-human/', 'title': 'ZNF146 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '12e914c0-5569-4baf-9c49-9cae0a875331', 'status': 'released'}				ZNF146-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF905YEA/, /files/ENCFF190AZK/, /files/ENCFF756ORY/, /files/ENCFF533HJT/, /files/ENCFF785BTW/, /files/ENCFF736OSY/, /files/ENCFF928CJD/, /files/ENCFF490JCT/, /files/ENCFF528DFI/, /files/ENCFF585IQN/, /files/ENCFF919EDN/, /files/ENCFF065LBX/, /files/ENCFF425NTG/, /files/ENCFF654JHZ/, /files/ENCFF397ZTI/, /files/ENCFF949NGG/, /files/ENCFF451CVJ/, /files/ENCFF356LFX/, /files/ENCFF705BZZ/, /files/ENCFF500XPF/, /files/ENCFF709TVD/, /files/ENCFF856XMU/, /files/ENCFF383QIP/, /files/ENCFF800IMV/, /files/ENCFF489ERC/, /files/ENCFF482RWP/, /files/ENCFF847EHD/	629597	ENCODE Processing Pipeline	399e6fd390c1bd9232b0cbc57dbaa325		https://www.encodeproject.org/files/ENCFF509KNA/@@download/ENCFF509KNA.bed.gz				released	s3://encode-public/2020/08/04/511933a4-b4ba-4cf3-9077-77e19c8c34ac/ENCFF509KNA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/04/511933a4-b4ba-4cf3-9077-77e19c8c34ac/ENCFF509KNA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF130ADS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR548DDS	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000992	ovary	tissue	Homo sapiens										CTCF-human	DNA						2016-12-19	ENCODE			450-650	1	1_1							/files/ENCFF586CJV/, /files/ENCFF478NAK/, /files/ENCFF356LFX/	420048	ENCODE Processing Pipeline	3ffaa8b42128e1baed04737c0a6da27d		https://www.encodeproject.org/files/ENCFF130ADS/@@download/ENCFF130ADS.bed.gz				released	s3://encode-public/2020/09/01/39dbf5ce-857c-4649-827d-79fc7490f508/ENCFF130ADS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/39dbf5ce-857c-4649-827d-79fc7490f508/ENCFF130ADS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF590JWL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR361KVZ	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000945	stomach	tissue	Homo sapiens										CTCF-human	DNA						2018-12-14	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF571OYN/, /files/ENCFF356LFX/, /files/ENCFF636MKR/, /files/ENCFF302BYY/	406234	ENCODE Processing Pipeline	d47b96a7a97ddb29dea424e0d4033ba3		https://www.encodeproject.org/files/ENCFF590JWL/@@download/ENCFF590JWL.bed.gz				released	s3://encode-public/2020/09/23/ea804e52-de8e-4f91-ab6a-60f9673c0609/ENCFF590JWL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/ea804e52-de8e-4f91-ab6a-60f9673c0609/ENCFF590JWL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF743NCE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR517DDU	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-726'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/197407/'], '@type': ['Target', 'Item'], 'name': 'ZNF48-human', 'label': 'ZNF48', '@id': '/targets/ZNF48-human/', 'title': 'ZNF48 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f8005c26-118f-4b0f-a1e7-ccaff4c5e135', 'status': 'released'}				ZNF48-human	DNA				formaldehyde		2016-10-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF490JCT/, /files/ENCFF500XPF/, /files/ENCFF654JHZ/, /files/ENCFF451CVJ/, /files/ENCFF883PBZ/, /files/ENCFF489ERC/, /files/ENCFF585IQN/, /files/ENCFF425NTG/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF800IMV/, /files/ENCFF482RWP/, /files/ENCFF533HJT/, /files/ENCFF928CJD/, /files/ENCFF856XMU/, /files/ENCFF709TVD/, /files/ENCFF356LFX/, /files/ENCFF528DFI/, /files/ENCFF705BZZ/, /files/ENCFF190AZK/, /files/ENCFF785BTW/, /files/ENCFF064MBE/, /files/ENCFF383QIP/, /files/ENCFF919EDN/, /files/ENCFF736OSY/, /files/ENCFF905YEA/, /files/ENCFF847EHD/	5085	ENCODE Processing Pipeline	20e5d971134dc4acb021e65329222459		https://www.encodeproject.org/files/ENCFF743NCE/@@download/ENCFF743NCE.bed.gz				released	s3://encode-public/2020/08/04/6d4a18ac-b20d-4bc5-b3eb-53eb90bb15ef/ENCFF743NCE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/04/6d4a18ac-b20d-4bc5-b3eb-53eb90bb15ef/ENCFF743NCE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF424QVD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR605MGM	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/83482/'], '@type': ['Target', 'Item'], 'name': 'SCRT1-human', 'label': 'SCRT1', '@id': '/targets/SCRT1-human/', 'title': 'SCRT1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a2b48efd-4294-4820-b737-be66963789e3', 'status': 'released'}				SCRT1-human	DNA				formaldehyde		2016-10-25	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF490JCT/, /files/ENCFF425NTG/, /files/ENCFF654JHZ/, /files/ENCFF451CVJ/, /files/ENCFF919EDN/, /files/ENCFF969QSO/, /files/ENCFF736OSY/, /files/ENCFF489ERC/, /files/ENCFF383QIP/, /files/ENCFF856XMU/, /files/ENCFF709TVD/, /files/ENCFF065LBX/, /files/ENCFF785BTW/, /files/ENCFF482RWP/, /files/ENCFF190AZK/, /files/ENCFF356LFX/, /files/ENCFF705BZZ/, /files/ENCFF533HJT/, /files/ENCFF905YEA/, /files/ENCFF585IQN/, /files/ENCFF800IMV/, /files/ENCFF949NGG/, /files/ENCFF528DFI/, /files/ENCFF294SVJ/, /files/ENCFF847EHD/, /files/ENCFF500XPF/, /files/ENCFF928CJD/	421967	ENCODE Processing Pipeline	29dc28ea3f9672779099ef47efd349e7		https://www.encodeproject.org/files/ENCFF424QVD/@@download/ENCFF424QVD.bed.gz				released	s3://encode-public/2020/08/04/5fafe3ef-f6b5-4d7f-ab5d-c68f90954376/ENCFF424QVD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/04/5fafe3ef-f6b5-4d7f-ab5d-c68f90954376/ENCFF424QVD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	borderline replicate concordance, missing biosample characterization, missing genetic modification characterization		
ENCFF284EIV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR068HEE	TF ChIP-seq	/human-donors/ENCDO520EJG/	NTR:0000493	left ventricle myocardium inferior	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF912EFR/, /files/ENCFF850KKY/, /files/ENCFF356LFX/, /files/ENCFF801IUM/, /files/ENCFF105TMI/	927754	ENCODE Processing Pipeline	05ad23ff3a595ccb59a8ad84674ed550		https://www.encodeproject.org/files/ENCFF284EIV/@@download/ENCFF284EIV.bed.gz				released	s3://encode-public/2021/06/23/d888ee06-6106-4a4a-884c-1c59606e88b8/ENCFF284EIV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/d888ee06-6106-4a4a-884c-1c59606e88b8/ENCFF284EIV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF311QUH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR535DIA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84662/'], '@type': ['Target', 'Item'], 'name': 'GLIS2-human', 'label': 'GLIS2', '@id': '/targets/GLIS2-human/', 'title': 'GLIS2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '9a875c14-4adf-4537-81c1-979586658cd1', 'status': 'released'}				GLIS2-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF528DFI/, /files/ENCFF928CJD/, /files/ENCFF356LFX/, /files/ENCFF451CVJ/, /files/ENCFF705BZZ/, /files/ENCFF585IQN/, /files/ENCFF856XMU/, /files/ENCFF383QIP/, /files/ENCFF949NGG/, /files/ENCFF489ERC/, /files/ENCFF490JCT/, /files/ENCFF709TVD/, /files/ENCFF310XUG/, /files/ENCFF190AZK/, /files/ENCFF500XPF/, /files/ENCFF892IPU/, /files/ENCFF905YEA/, /files/ENCFF800IMV/, /files/ENCFF736OSY/, /files/ENCFF847EHD/, /files/ENCFF425NTG/, /files/ENCFF482RWP/, /files/ENCFF785BTW/, /files/ENCFF654JHZ/, /files/ENCFF065LBX/, /files/ENCFF919EDN/, /files/ENCFF533HJT/	713550	ENCODE Processing Pipeline	df3724cc1c0f4262fae9194d4f7041fe		https://www.encodeproject.org/files/ENCFF311QUH/@@download/ENCFF311QUH.bed.gz				released	s3://encode-public/2020/08/07/63045886-2643-49cd-9998-70d0b11c71b5/ENCFF311QUH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/63045886-2643-49cd-9998-70d0b11c71b5/ENCFF311QUH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF624RGO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR714YZG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ETV4-human	DNA						2016-06-13	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF938TRX/, /files/ENCFF356LFX/, /files/ENCFF178ZTR/, /files/ENCFF360KLV/, /files/ENCFF613SGB/	369151	ENCODE Processing Pipeline	ce1309067e1dd41ee2020fbe3fe07a3e		https://www.encodeproject.org/files/ENCFF624RGO/@@download/ENCFF624RGO.bed.gz				released	s3://encode-public/2021/02/04/361ede6a-c583-4f57-a674-5a54fd36e473/ENCFF624RGO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/361ede6a-c583-4f57-a674-5a54fd36e473/ENCFF624RGO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read depth		
ENCFF549WAF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR466TNQ	TF ChIP-seq	/human-donors/ENCDO186XRB/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2021-06-24	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF855HBE/, /files/ENCFF858KWR/	402715	ENCODE Processing Pipeline	dcb09ad32f5b516c8b8661391e358312		https://www.encodeproject.org/files/ENCFF549WAF/@@download/ENCFF549WAF.bed.gz				released	s3://encode-public/2021/06/23/bbd536df-b6d1-4e73-8b59-2707f0e09d91/ENCFF549WAF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/bbd536df-b6d1-4e73-8b59-2707f0e09d91/ENCFF549WAF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF241FHJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR897RVP	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84874/'], '@type': ['Target', 'Item'], 'name': 'ZNF514-human', 'label': 'ZNF514', '@id': '/targets/ZNF514-human/', 'title': 'ZNF514 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '292f24d4-ff4f-477a-8a15-4d92c788e9ed', 'status': 'released'}				ZNF514-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF500XPF/, /files/ENCFF402XKC/, /files/ENCFF533HJT/, /files/ENCFF919EDN/, /files/ENCFF490JCT/, /files/ENCFF654JHZ/, /files/ENCFF928CJD/, /files/ENCFF489ERC/, /files/ENCFF736OSY/, /files/ENCFF800IMV/, /files/ENCFF356LFX/, /files/ENCFF482RWP/, /files/ENCFF709TVD/, /files/ENCFF425NTG/, /files/ENCFF065LBX/, /files/ENCFF451CVJ/, /files/ENCFF847EHD/, /files/ENCFF190AZK/, /files/ENCFF083IDF/, /files/ENCFF585IQN/, /files/ENCFF383QIP/, /files/ENCFF528DFI/, /files/ENCFF705BZZ/, /files/ENCFF905YEA/, /files/ENCFF785BTW/, /files/ENCFF949NGG/, /files/ENCFF856XMU/	23652	ENCODE Processing Pipeline	524e067fcb0b1d1d46114f061f5b05b8		https://www.encodeproject.org/files/ENCFF241FHJ/@@download/ENCFF241FHJ.bed.gz				released	s3://encode-public/2020/08/05/da88de81-8cf6-473b-90d6-15ca8f1070a1/ENCFF241FHJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/05/da88de81-8cf6-473b-90d6-15ca8f1070a1/ENCFF241FHJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF376CUV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR031ING	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7403/'], '@type': ['Target', 'Item'], 'name': 'KDM6A-human', 'label': 'KDM6A', '@id': '/targets/KDM6A-human/', 'title': 'KDM6A (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '611f55c4-edb0-4e09-a1a1-56b5f2ca4e7c', 'status': 'released'}				KDM6A-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF969NUU/, /files/ENCFF723HPB/, /files/ENCFF774PML/	235783	ENCODE Processing Pipeline	fe731e0b16dd4226e29224989d630f81		https://www.encodeproject.org/files/ENCFF376CUV/@@download/ENCFF376CUV.bed.gz				released	s3://encode-public/2020/12/01/48398a63-0436-4cef-88b6-d08a06d6a8fa/ENCFF376CUV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/48398a63-0436-4cef-88b6-d08a06d6a8fa/ENCFF376CUV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth		
