	Chrom	Start	End	Strand	Site Selection Category	Cluster ID	Site Delta	Site Std	Intercept	r Age	r Sex	r CT-PC1	r CT-PC2	r Age / Std	r Sex / Std	r CT-PC1 / Std	r CT-PC2 / Std
cg04949225	chr13	50796844	50796845	+	Mixed	3	0.48922084464909565	0.07680720069813972	0.5996418955452545	-0.13108748346913138	-0.019744399219059072	-0.23398184553308923	-0.30895754526526464	-1.706708254924155	-0.257064429371103	-3.0463529904267985	-4.022507557325255
cg06172950	chr13	46075083	46075084	+	Mixed	3	0.43096717644662574	0.07163118369680409	0.5632710036577668	-0.1043817563991403	-0.011073737517202475	-0.2894812923090205	-0.2578592350499991	-1.4572111057240202	-0.15459380880922877	-4.04127472658163	-3.599818148216693
cg06293108	chr13	110438255	110438256	+	Cell Type PC2	8	0.4077118690200412	0.0727429296959357	0.046872591381376255	0.13552531892136221	-0.015462504881471884	-0.10620653978463115	0.331268756604472	1.863072046834736	-0.21256368070553264	-1.460025602880896	4.553965010608869
cg15894389	chr13	47470856	47470857	-	Age	6	0.7472614761174218	0.12599413787969274	0.6113299520501023	-0.4269845420985429	-0.050511014283588895	0.013291835874544267	0.007973419163763061	-3.388923876016002	-0.40089971750765135	0.10549566907022422	0.06328404874976479
cg16163847	chr13	52165355	52165356	+	Cell Type PC1	9	0.678495583625217	0.09048344723550544	0.6805372996312783	-0.003948788950446632	-0.011172634618144162	-0.5298349988396824	-0.0037590293713493234	-0.04364100916899128	-0.12347711055995281	-5.855601383760904	-0.04154383465923357
cg16193278	chr13	100008449	100008450	-	Age	6	0.35092880139692173	0.05045839372507049	0.2492066826781908	-0.1868065225708555	-0.013836056615180222	0.06158277659766769	-0.024635696554262152	-3.7021892450381317	-0.27420723478769227	1.220466448718323	-0.4882378279517406
cg19023589	chr13	114182158	114182159	-	Cell Type PC1	9	0.7676095620770702	0.12711984895102232	0.8734182011186067	0.017906746835804968	-0.004479254557374662	-0.748374625228742	0.03170553020221334	0.14086507326408335	-0.035236468532152385	-5.887157917541904	0.24941447353693033
cg19613194	chr13	35516222	35516223	+	Cell Type PC2	8	0.2860562361730025	0.03858149605368725	0.04048457806139322	0.04766022618702585	-0.0070681797309176675	-0.0935578685165546	0.1929026866942441	1.235313066157551	-0.18320128698695598	-2.424941437894636	4.999875754579722
cg23954655	chr13	99223561	99223562	-	Cell Type PC1	10	0.45788564369494	0.07412976152649305	0.24524285353158537	-0.010395872159451659	-0.00844955588093653	0.44510156725870403	-0.00863689524592861	-0.14023884530825456	-0.11398331394762094	6.00435719868909	-0.11651049548893924
cg26529044	chr13	43354766	43354767	-	Mixed	3	0.40164866954431133	0.06563537413656992	0.4213703591966639	-0.1398375448803416	-0.01978716274766465	-0.23310137115679977	-0.14725644685600725	-2.130521029549958	-0.3014710132754447	-3.5514594717137933	-2.2435530960729406
ch.13.39564907R	chr13	40666906	40666907	+	Age	4	0.2155290677704373	0.03638763905852672	0.1841423306947387	-0.11029429452494963	-0.004080855359263877	-0.07020562583373062	-0.0772489912231275	-3.031092353849881	-0.11214949540145033	-1.9293811758660757	-2.1229459569739726
cg00741624	chr14	93897388	93897389	-	Age	7	0.501485802096798	0.046724263214650494	0.18354258453249675	0.14787628308282558	-0.021477993506839918	-0.005207947424544682	0.10041560858618578	3.164871373219613	-0.4596753812504302	-0.11146130652974574	2.149110583614302
cg02797271	chr14	105532158	105532159	+	Age	6	0.2589515692015491	0.03570668620481959	0.2035200619687776	-0.10993838035182495	-0.004658785439765334	0.013839669162913903	-0.07782756155720973	-3.0789298038244097	-0.13047375533651465	0.3875932110733329	-2.1796355201033686
cg04742397	chr14	95986553	95986554	+	Age	6	0.40835668024006105	0.0512140583410527	0.38940297158469106	-0.15689755210949585	-0.019282420311842352	0.08302207693347526	-0.10815000663790192	-3.0635641304709544	-0.37650639173005646	1.621079828913413	-2.111724986090585
cg05308904	chr14	106657832	106657833	+	Mixed	1	0.35610759330486896	0.07090915833067132	0.581510116125157	0.09201635662535804	0.10279592013091707	0.12528074925679253	0.11388596581028007	1.2976653339510438	1.4496846747432528	1.7667781173282253	1.6060826061309967
cg05873568	chr14	105155144	105155145	+	Mixed	3	0.2930417962123146	0.0440027890083214	0.4223286637866115	-0.05919361724162825	-0.013247679566281617	-0.15101010243010232	-0.16979756720916397	-1.3452242136386878	-0.3010645430628576	-3.4318302506130847	-3.858791022929329
cg07102397	chr14	89864726	89864727	+	Cell Type PC1	9	0.6960869799133981	0.102912184431228	0.827492836034218	0.020422162562335776	-0.011525689375790543	-0.6107583070853569	0.005407351562652082	0.19844261080652767	-0.11199538168867351	-5.9347521429156105	0.05254335618797008
cg07525077	chr14	21359942	21359943	+	Mixed	3	0.567863672825502	0.08999155152252876	0.6657812097674177	-0.12002692179007772	-0.020843959524529332	-0.4128210973038188	-0.24450964538092745	-1.3337576667964193	-0.23162129302005857	-4.587331703026277	-2.7170288904255213
cg14118997	chr14	39308880	39308881	-	Mixed	3	0.3341628025440647	0.04876582209097445	0.4369150643893606	-0.08052993810156729	-0.01910393157906992	-0.1817698437567065	-0.1374238977804912	-1.651360207797496	-0.3917483753976469	-3.7274024298741053	-2.818037139292388
cg15480367	chr14	93389484	93389485	+	Age	7	0.345632920167449	0.04523337310880227	0.17950596783179412	0.15688315261951263	-0.02318844562759626	0.06662414203668644	0.024657952548869568	3.4683054089765344	-0.5126402042098396	1.4728979392368506	0.5451274325608764
cg16207263	chr14	99413385	99413386	-	Mixed	5	0.3286972149388518	0.059667602140409864	0.43167981569457503	-0.08228497552855692	-0.008731578510938476	-0.20859986337956812	-0.26506786367275875	-1.3790561808554636	-0.14633701033253046	-3.4960322837959987	-4.442408512562659
cg19453093	chr14	88655984	88655985	+	Age	6	0.51050541508715	0.08131367304337125	0.6411377998007315	-0.24677075609906	-0.0068684850047445595	0.020130535852655996	-0.14630195333589407	-3.034800260067417	-0.08446900438356822	0.2475664313173841	-1.7992294267393287
cg23661721	chr14	95991370	95991371	+	Cell Type PC1	9	0.7496141599740481	0.11276127415559248	0.7413250645350338	-0.010756008364256464	-0.01694804340310238	-0.6539327035083864	0.017459704334225876	-0.095387431942414	-0.15030021193017737	-5.799266711070186	0.15483777090115428
cg24774357	chr14	77504363	77504364	-	Cell Type PC2	8	0.30979143984793384	0.04851245029240901	0.13655267413860872	0.04214926703573498	-0.018885551535112816	-0.11505455131349689	0.2509036725464	0.8688340164572205	-0.38929288092603176	-2.3716499706777343	5.17194392437564
cg26269286	chr14	103848981	103848982	-	Cell Type PC2	5	0.3699694411438289	0.05441550335867198	0.4470289389834684	-0.09112482132575196	-0.014887939417190688	-0.10891437042279906	-0.27374670067589635	-1.6746113828097076	-0.2735973849044265	-2.00153198445865	-5.030674785300326
cg26298914	chr14	68798364	68798365	-	Cell Type PC1	9	0.758269756414729	0.11078699589970348	0.7824758160135458	-0.0018900991199745918	-0.009736202752948703	-0.6504035124753406	-0.008302428672937498	-0.017060658650639073	-0.08788218033967615	-5.870756826587816	-0.07494046215003217
ch.14.97331099F	chr14	98261345	98261346	+	Age	4	0.1785923861267692	0.023131979814229257	0.10736156965210776	-0.06681316958111899	-0.0023853143927220558	-0.041997721223269155	-0.0450329614853347	-2.888346355032697	-0.10311760652906886	-1.8155696814777154	-1.9467837101272851
cg01034993	chr15	68992750	68992751	-	Mixed	3	0.2829414352511274	0.04435757383261779	0.3639791083208034	-0.09487108455998966	-0.008944822195058738	-0.11403421776872007	-0.17286159974292542	-2.138779837643586	-0.20165264738806057	-2.570794746327321	-3.8970030325647294
cg04072771	chr15	55574911	55574912	-	Mixed	5	0.4924917015509136	0.07023197743090491	0.5606310586609204	-0.07427681852763278	-0.012522422295988322	-0.25684925994942553	-0.3422911515656108	-1.0575925845275713	-0.17830086456426542	-3.6571554631523373	-4.873722257106616
cg04090392	chr15	83952773	83952774	+	Age	7	0.2871377732682478	0.04051832693698044	0.12443231594681384	0.1334169077237937	-0.017968500809553367	0.0109680645123886	0.05220362519457338	3.2927546078420673	-0.4434660107634849	0.27069391412551685	1.2883953791025846
cg04751276	chr15	76634842	76634843	-	Age	7	0.5348675759588549	0.05281536121741075	0.23429846249632255	0.16127556278817584	-0.02245382192632385	-0.003965666834978284	0.1293386110449162	3.0535730338811136	-0.4251380925692103	-0.07508548163959143	2.448882447523228
cg07076836	chr15	65175728	65175729	-	Cell Type PC2	5	0.3974739681228159	0.061885745502558785	0.4740364434681863	-0.10873204713663946	-0.015074104108549036	-0.12591807272349	-0.30931897428772803	-1.7569804848217223	-0.2435795834102987	-2.0346862060227373	-4.998226518495097
cg11357013	chr15	73588053	73588054	+	Cell Type PC1	9	0.6175177646567775	0.08313933511940297	0.6643535598969914	-0.025155801814060824	-0.01630345607341724	-0.4810417721340133	-0.07180512688128142	-0.3025740075733417	-0.19609798478665433	-5.785970881811253	-0.8636721327895683
cg11693709	chr15	40542018	40542019	+	Age	4	0.703708123825395	0.11084756854080623	0.7759045963388992	-0.39628276906817234	-0.017012410875936246	-0.24967129421231796	0.029918867500951046	-3.5750244618337215	-0.15347572436533402	-2.2523840396229047	0.2699100024908263
cg12157761	chr15	71005777	71005778	+	Cell Type PC1	9	0.7308851476633164	0.08142724875747316	0.7069405887021605	-0.015866320661964667	-0.011745845205642175	-0.4768540927798326	-0.05675931305710703	-0.19485271704588325	-0.14424956491685684	-5.856198017940135	-0.6970555179404588
cg12483340	chr15	42503038	42503039	-	Cell Type PC1	9	0.653239811777836	0.0831447270501693	0.6666683686535001	-0.017696095046706033	-0.020114607664048684	-0.48432342223411917	-0.001318714033922988	-0.21283484442769604	-0.24192282995783465	-5.825064792646198	-0.01586046500732728
cg13048962	chr15	66790409	66790410	+	Cell Type PC2	5	0.33235069629124014	0.053593750206188624	0.4233866153445167	-0.09672539384012488	-0.01625220340110331	-0.08636264683635106	-0.25133211074433026	-1.804788682784802	-0.30324810894137844	-1.6114313050326252	-4.689578724709364
cg16125725	chr15	70101301	70101302	-	Cell Type PC1	9	0.7661951649315134	0.12662775343612642	0.860214857569454	-0.010523154168742086	-0.015781708396187616	-0.7419240905203051	-0.0030998759878113624	-0.08310306297939793	-0.12463072247545026	-5.859095422509777	-0.02448022573009638
cg16223079	chr15	75339540	75339541	+	Cell Type PC2	5	0.22629429956018618	0.040551762906736746	0.32174434373654837	-0.0399784322792428	-0.002207930908183914	-0.07823751653386604	-0.2199293762884621	-0.9858617582467986	-0.05444722374368382	-1.929324668666098	-5.423423311935124
cg21296230	chr15	33010535	33010536	-	Age	7	0.3445041100312378	0.052522947009093233	0.06671925865858255	0.1773139932127901	-0.016060495667060127	0.061622691987656554	0.036332238025567384	3.3759338214988572	-0.30578055081866584	1.1732527494504048	0.6917402791446038
cg21322248	chr15	77289046	77289047	-	Age	4	0.2312496628822981	0.027313655053640966	0.15721473899381094	-0.0773157782848749	-0.002244146404410133	-0.058880769741405194	-0.05699942954077446	-2.8306639346889075	-0.08216206875289594	-2.155726490129935	-2.0868473819719093
cg23054181	chr15	99048944	99048945	+	Cell Type PC1	9	0.7539649126867086	0.09909674221399012	0.7405487970235162	-0.01979737976820292	-0.012844945051887963	-0.5861940215493022	-0.002957474388836104	-0.19977831082935435	-0.12962025556955756	-5.915371267033898	-0.02984431498716391
cg24736933	chr15	40633293	40633294	+	Mixed	3	0.5322681672425115	0.06481550552140472	0.48411467274484715	-0.14613342684363165	-0.015772380840044287	-0.21549341514077902	-0.18087676321008833	-2.2546059876887394	-0.24334271117943534	-3.3247201176208416	-2.7906403221734566
cg26170244	chr15	65176352	65176353	+	Mixed	3	0.408231502147356	0.060761421869141796	0.45429430259237236	-0.14518572402207305	-0.015589657791451106	-0.09757881014211472	-0.2531544393957353	-2.3894392125113657	-0.2565716422012903	-1.605933619398577	-4.166367928995123
cg01020263	chr16	50732072	50732073	+	Age	6	0.6710195896508734	0.07115425408257953	0.2682142671117982	-0.22744385352881424	-0.004123386251802308	0.025542454457065003	-0.09604002050303656	-3.1964898861120745	-0.057949961038405766	0.3589729776018899	-1.3497439013495294
cg01243823	chr16	50732211	50732212	-	Age	6	0.735961691544962	0.09328625181613905	0.458606479852064	-0.3174818836947677	-0.0009586628806290687	0.1556581526612264	-0.15377896610947975	-3.4033083923288423	-0.010276571970310577	1.66860764186365	-1.6484633385481902
cg01955153	chr16	50769851	50769852	+	Mixed	3	0.2599248054372672	0.04661202428341814	0.3502216527912661	-0.110708496997935	-0.012935709803252537	-0.1145900397938216	-0.15202020174600642	-2.3751059667519887	-0.27751873045887676	-2.4583793893410912	-3.2613945453573963
cg02042712	chr16	57702238	57702239	-	Mixed	3	0.328367041970264	0.049921533267900484	0.5031686519344926	-0.0766387708446029	-0.011832435650227624	-0.17678496057742665	-0.20498086460445708	-1.5351846353221201	-0.23702067776503719	-3.5412566282514257	-4.106061075977801
cg02961101	chr16	48533154	48533155	+	Mixed	3	0.5282660118536235	0.08836063517063593	0.607652014274751	-0.15666146421340957	-0.017105019295456603	-0.32492597522589356	-0.3057689688837745	-1.7729780225195961	-0.19358189608330198	-3.6772707054269027	-3.4604659449685333
cg03308839	chr16	15797296	15797297	-	Cell Type PC1	9	0.692787064270704	0.10606731514591526	0.7031614227423706	0.022434133686565362	-0.015589741469997087	-0.6210732067740551	0.043599554040984326	0.21150845249267458	-0.14697969349512152	-5.855462692910193	0.4110555073540332
cg03467555	chr16	54404407	54404408	+	Age	7	0.514221093964122	0.06551498251871328	0.38034069808798	0.21153390217566156	0.0021091877246073587	0.003895944584778939	0.08481914698966918	3.228786668991942	0.03219397523314463	0.05946646759260183	1.2946526691881812
cg03746976	chr16	58035804	58035805	-	Age	6	0.420241437053245	0.048895587988107066	0.5451741528493053	-0.15900697681917766	-0.01919896948608786	-0.022666756777881526	-0.07207983315743394	-3.251969827172405	-0.3926523900429963	-0.46357468455834483	-1.4741582241523714
cg04411841	chr16	58033648	58033649	+	Age	6	0.2676554069876543	0.029504641946210323	0.17819880915840172	-0.09050150526701238	-0.016298785545311306	0.006191043827031284	-0.043615084831874984	-3.067364973688037	-0.5524142802690333	0.2098328743767888	-1.478244844027909
cg05394456	chr16	129229	129230	+	Cell Type PC2	3	0.3012916136148614	0.05192718690525846	0.39777239119803554	-0.09190879569822381	-0.008542960025193946	-0.14718416650950092	-0.24341319670765105	-1.769955223376766	-0.16451805950475692	-2.8344336614659973	-4.687586815587762
cg06007201	chr16	88850217	88850218	+	Age	4	0.2411201844306915	0.04249370604557621	0.24060361138935077	-0.127091986278141	-0.011319200450754269	-0.07795631706221387	-0.08477783604124475	-2.9908426001212916	-0.2663735763271382	-1.8345379661308567	-1.9950680684409383
cg07082267	chr16	85429034	85429035	-	Age	6	0.666843258601932	0.05916274485427113	0.5468535204814875	-0.22388810024757125	-0.011370634553838625	0.016933985408539395	-0.030258273778349686	-3.7842750670045717	-0.19219247825378316	0.2862271764139909	-0.5114413445975412
cg08872742	chr16	66400319	66400320	-	Cell Type PC2	2	0.336021478232879	0.041845513370262724	0.4319478180170787	-0.09878001043578305	-0.009602028145194508	0.023196879381170956	-0.1804875245127759	-2.3605878499265947	-0.2294637434659395	0.5543456756263788	-4.31318700563579
cg08905080	chr16	89600763	89600764	-	Cell Type PC2	8	0.3245164312789886	0.044810481807373716	0.040918335877698254	0.057252821017174084	-0.014317880826270404	-0.10918186741615214	0.21905350838293594	1.2776658207623408	-0.3195207962239395	-2.436525183672225	4.888443496871528
cg10160612	chr16	30751898	30751899	+	Cell Type PC2	2	0.36356078995707397	0.04169215345435828	0.44795910326494814	-0.07457681284621215	-0.013276103109459342	0.029833679745032662	-0.20418140929943127	-1.7887493609044143	-0.318431695402664	0.7155706115706528	-4.897358192902056
cg11220950	chr16	2042692	2042693	-	Age	7	0.39543483047081496	0.04676651841058389	0.2993600984594075	0.16335699500761297	-0.0034530899441804312	0.08077041438909965	0.014662530251457738	3.4930330621028887	-0.0738367973827821	1.7270991541422982	0.31352623094002674
cg20751926	chr16	58061279	58061280	+	Age	7	0.35131920762829005	0.04032302416209241	0.3031548012365323	0.131357943079071	-0.0038123165812362914	0.040963504929616916	0.0546904856109825	3.2576411568495485	-0.09454441129989061	1.0158837483257672	1.356309124810061
cg22381196	chr16	72041375	72041376	-	Cell Type PC1	9	0.7167695045797664	0.08819906166256387	0.7043888315686733	0.00534849934440301	-0.013846669495064245	-0.5218966785775079	-0.0031537277572577377	0.060641227282729505	-0.15699338784396014	-5.917258854455898	-0.035756930944723854
cg22947000	chr16	81272280	81272281	-	Age	4	0.633179246503833	0.094700744972321	0.587076844335874	-0.3282112393606541	-0.016092147392203607	-0.12139018417343087	0.06656771296014728	-3.465772518015388	-0.16992630202546977	-1.2818292423033273	0.7029270253323097
cg26728422	chr16	1429014	1429015	-	Cell Type PC2	5	0.2499017013355968	0.03790578697058153	0.2861156186317674	-0.04623306258012052	-0.010049112298634727	-0.07579164411378331	-0.20470301788759326	-1.219683490966742	-0.2651076023413994	-1.9994742273153379	-5.400310460417618
cg26787199	chr16	2044041	2044042	-	Age	4	0.2395741953608413	0.03174945944816889	0.20376951773865445	-0.09559078969298594	-0.012720045805150702	-0.03593487044936031	-0.05108286284516882	-3.0107847930147678	-0.40063818490882414	-1.1318262129162897	-1.6089364585422872
cg26954174	chr16	50730812	50730813	-	Mixed	3	0.4055820237323944	0.0724538975552139	0.4529971708713997	-0.1774798318662578	-0.012480937420116356	-0.1979854177523746	-0.23551812854852155	-2.449555342844162	-0.17226040063069328	-2.7325709786902586	-3.2505929493861063
cg26963632	chr16	85558147	85558148	-	Mixed	3	0.35713748598467887	0.0558698284368713	0.4715674327162568	-0.11772932930297898	-0.012159522697636621	-0.14114593447286145	-0.22389464167799128	-2.107207639558161	-0.217640236919216	-2.526335562894125	-4.0074338501142055
cg27004870	chr16	88850383	88850384	+	Age	4	0.2498049975334658	0.04357280544665551	0.26927999374974315	-0.12054888142389728	-0.01236090272365667	-0.060494726189785505	-0.12479637394455992	-2.7666082132691816	-0.2836838848668957	-1.3883596791546242	-2.8640885677499757
cg27015931	chr16	22012403	22012404	+	Age	6	0.1996287603337344	0.0300331703577382	0.1780156565677647	-0.09831299567189841	-0.009665091080400819	0.06148910856211665	-0.046413894379974806	-3.2734804384901564	-0.32181387996257804	2.047373215338009	-1.545421073670167
cg27027151	chr16	27461637	27461638	-	Cell Type PC2	2	0.2802288311218853	0.04025408793779282	0.36083731800873803	-0.04187834959105501	-0.012437172166509997	0.017587740041185424	-0.2169090480798776	-1.0403502286717379	-0.308966686457533	0.4369181104876818	-5.38849739721046
cg00004089	chr17	74678835	74678836	-	Cell Type PC2	2	0.221751493491962	0.03320742273085391	0.9507962450743025	-0.033891372491166305	0.004725173479176489	0.0688124162476323	-0.16875324806346254	-1.020596291553723	0.14229268912176685	2.072199845358575	-5.081792990416848
cg00101260	chr17	53426656	53426657	-	Age	6	0.45269978605203376	0.05105356373307214	0.3563574888416271	-0.16638066502584273	-0.016063723250093642	0.09924724338914424	-0.10770698285151725	-3.258943212970312	-0.3146445042324768	1.9439826749029192	-2.109685886271352
cg00439658	chr17	72848668	72848669	+	Age	7	0.2742250905298815	0.04443652673707892	0.06909884458203917	0.13976980853526086	-0.021955471071050926	0.0457710430478117	0.0939960074697807	3.145381036691905	-0.49408611975811206	1.0300319671388545	2.11528700309847
cg01538166	chr17	17743986	17743987	+	Age	4	0.45025725531546773	0.05484500079887465	0.37074008159149324	-0.16613537622269747	-0.011369016414841213	-0.06567536740566318	-0.08904895127905868	-3.0291799398807986	-0.20729357734049828	-1.1974722663694584	-1.623647551863758
cg02052762	chr17	4090524	4090525	+	Cell Type PC1	9	0.819517288312236	0.10425517150527065	0.7648490289814697	-0.0051360110160501085	-0.013495483505966493	-0.6113537692403829	-0.002969791174577935	-0.04926384889972058	-0.12944665776396738	-5.864013846157029	-0.02848579242352305
cg02656560	chr17	19967599	19967600	+	Mixed	3	0.3554253108644908	0.05860670318128829	0.49233038416866387	-0.11590291395499004	-0.014018601693499055	-0.15918117448231128	-0.2363753985480574	-1.9776392061581627	-0.2391979233183493	-2.716091604571506	-4.033248514540677
cg02867102	chr17	62398692	62398693	+	Age	4	0.2732444207399499	0.05106189872089046	0.2773067911746705	-0.16964600812027938	-0.012363206139391264	-0.07029445679248915	-0.06611403731780649	-3.3223599664317565	-0.24212194315314847	-1.376651839304406	-1.2947821952174665
cg03260240	chr17	46632964	46632965	-	Cell Type PC2	8	0.47039669815606855	0.06678033068362166	0.15218791128392878	0.07688951919240813	-0.014809594147623978	-0.15227946702607856	0.3391059034112156	1.1513797312067793	-0.22176581032199252	-2.280304177400939	5.077930880842189
cg03431918	chr17	77716366	77716367	-	Age	6	0.4125073184738164	0.0554544422799232	0.27019742748218445	-0.2076953894836601	-0.010956019058470934	0.019150425037345695	-0.054817577542455594	-3.745333663897552	-0.19756792437235393	0.3453361759672577	-0.9885155325473686
cg03643998	chr17	77042454	77042455	-	Age	6	0.3257399718994142	0.04281147077507405	0.1930616502994041	-0.1402777442248201	-0.013543381616131181	0.023131002252898155	-0.03226285222922021	-3.2766392204047667	-0.3163493655073511	0.5402991729582349	-0.7536029864221454
cg04308167	chr17	19440766	19440767	-	Cell Type PC2	5	0.32632297268086197	0.0503223717415072	0.4297357887130899	-0.06930980648630646	-0.011200172680867648	-0.053681465572178344	-0.2582245578706191	-1.3773159747384864	-0.2225684579892218	-1.0667515006630832	-5.131406746825265
cg04988978	chr17	56359577	56359578	-	Mixed	3	0.3391739619394595	0.05852874618018616	0.44940956367839235	-0.10469713553440578	-0.02295344650184064	-0.16695612258006245	-0.21998941221403184	-1.788815622533344	-0.39217389744137576	-2.852549105803029	-3.7586558156700316
cg05271255	chr17	79821341	79821342	-	Mixed	3	0.40329777218567897	0.06252064642749758	0.43501955868121955	-0.12159260919300878	-0.020065925543535562	-0.24876567095820312	-0.1481024126620055	-1.9448392833560084	-0.3209487855632639	-3.9789363222065472	-2.3688560679511417
cg05379350	chr17	27917156	27917157	-	Age	6	0.36176586076358874	0.052235572555896496	0.31485767361631467	-0.16638496001837172	-0.024243537516271167	0.04697708415833837	-0.06012465941017589	-3.1852806789918056	-0.4641193028051626	0.8993312767476398	-1.1510290108495969
cg06289802	chr17	72748188	72748189	-	Mixed	3	0.5445725701780307	0.06938860814368851	0.6404192989000111	-0.08017139278862323	-0.016792126098477744	-0.2827832507803219	-0.27657371155272464	-1.1553970447512933	-0.24200119511988125	-4.07535557125948	-3.9858662531463587
cg06419432	chr17	25707534	25707535	+	Age	4	0.5732716343035754	0.08618863646039951	0.4401298116268653	-0.3078613353557827	-0.02161501870803953	-0.09273071559113619	-0.06460917895869939	-3.5719480896676394	-0.2507873380497304	-1.0759041957200763	-0.7496252593389723
cg06874016	chr17	40177414	40177415	+	Age	6	0.45722117521318306	0.06170895556089271	0.44046929745807484	-0.20955269027492734	-0.015823887022307956	0.1051519304940111	-0.12285225507144057	-3.3958229947377165	-0.2564277239580465	1.7039978968733323	-1.990833485266386
cg07249730	chr17	55362835	55362836	-	Cell Type PC2	8	0.44101233963026965	0.06538044502189774	0.050762472295118405	0.08333336568209002	-0.021879724562346353	-0.18116673824058332	0.3234216622776773	1.2745915946913384	-0.33465242634886044	-2.7709621459429576	4.946764467102577
cg07739369	chr17	80241455	80241456	+	Cell Type PC2	5	0.2908290091878413	0.04797627496209519	0.3788131550202703	-0.08203433389715975	-0.014291129013691312	-0.031970816158734566	-0.23146049563848375	-1.709893774828766	-0.297879087632009	-0.6663880466750259	-4.824478261835766
cg08090640	chr17	41159288	41159289	-	Age	6	0.684318101759433	0.06978564454353114	0.5926707115013512	-0.22807617774177172	-0.011776550920974987	0.12421736178171211	-0.0866811907301069	-3.2682391806168893	-0.16875320129240862	1.7799844451422577	-1.2421063285592582
cg08154963	chr17	33426884	33426885	+	Cell Type PC1	9	0.523646063796788	0.0702628143636068	0.6360623781592231	-0.007638629593853731	-0.01544516191772792	-0.4116339501342007	-0.010614261897386637	-0.10871511001999119	-0.21981985859262518	-5.8584893568881835	-0.15106514012459457
cg09648933	chr17	62009834	62009835	+	Cell Type PC2	8	0.48135179715783405	0.05498432479992473	0.15226298401862776	0.03299469380617471	-0.02717142555756702	-0.08789581994913717	0.3269685295066712	0.6000745471774871	-0.494166758552325	-1.5985614130749042	5.946577150786778
cg09888026	chr17	79303433	79303434	+	Cell Type PC2	2	0.26930725775732	0.0432401003352391	0.3776881368039298	-0.0702359253656316	-0.017248283796812425	-0.000258165604923425	-0.22347784603332582	-1.6243238295261746	-0.39889555442950037	-0.005970513549271982	-5.16830082031978
cg12197142	chr17	73629244	73629245	-	Age	6	0.2889018502708978	0.036295144849047244	0.25198001719766605	-0.10780670403166165	-0.010860689450987053	0.015389946530181756	-0.07668190965901986	-2.970278930695371	-0.29923256942924553	0.4240221824210669	-2.1127318813009994
cg12799029	chr17	984183	984184	-	Mixed	3	0.4024576702848724	0.06832631225675041	0.5012715261776879	-0.12107570363826695	-0.013198130281353415	-0.20254580480851614	-0.29864733051988185	-1.7720216361641128	-0.19316321700136074	-2.9643895319186537	-4.370897837975684
cg14075731	chr17	72527606	72527607	-	Mixed	3	0.40032651238307493	0.06032844210284508	0.4830896271722241	-0.09875616238652411	-0.01098810701590891	-0.21796086358903688	-0.23231568396617303	-1.6369751802668675	-0.18213808666195794	-3.612903897260723	-3.8508483870697705
cg14179401	chr17	46550106	46550107	+	Cell Type PC2	2	0.438940878970302	0.04807349543931756	0.5291630626828749	-0.08805499842450776	0.0006704901180189238	0.04760686714561009	-0.24321573448154207	-1.8316745562148322	0.013947188817698375	0.9902934394629888	-5.059247975603305
cg14715778	chr17	73840988	73840989	-	Mixed	3	0.28921882099238305	0.047169074700933095	0.37937835459015906	-0.09546446068792068	-0.00952682305217728	-0.1608854834966001	-0.1351967817582165	-2.0238781721540153	-0.20197180276654486	-3.4108255147395856	-2.86621653308671
cg14973055	chr17	72306037	72306038	-	Age	4	0.48514101411632193	0.0607975238247543	0.6729410252268615	-0.18983338149779783	0.004759294025048988	-0.10047498636136448	-0.08090038720077625	-3.1223867281993702	0.0782810503725021	-1.6526164231783256	-1.3306526666113476
cg15095917	chr17	7482693	7482694	+	Mixed	3	0.3522651760146001	0.05453977891349663	0.3973553741696285	-0.1069570913020722	-0.009933774575851456	-0.15819811743045595	-0.21585035256670337	-1.9610840643801029	-0.18213815262447286	-2.9006006364889685	-3.957668271979155
cg17837191	chr17	62318672	62318673	-	Cell Type PC1	9	0.671766572719678	0.08530789766498675	0.6987348687961366	-0.030325685827860712	-0.0130258729686058	-0.49656343595148217	-0.014062492252961134	-0.3554850917432396	-0.15269246254033592	-5.820837806852771	-0.16484396682926178
cg17846016	chr17	80181014	80181015	-	Cell Type PC1	9	0.682334902949453	0.09096957158647993	0.6977275070081279	-0.004742563405909163	-0.011387396707719877	-0.5342550314017313	0.005944917756328577	-0.052133513692550044	-0.12517808437620798	-5.872898179957278	0.06535061837327727
cg18038894	chr17	48506384	48506385	-	Cell Type PC1	9	0.555926261059607	0.07253646410503888	0.6966157025407862	0.003012225988017731	-0.005445495101485426	-0.42504312830204233	-0.022407597910098685	0.041527058496479446	-0.07507251930008461	-5.859716675554302	-0.3089149462489736
cg18369972	chr17	9940120	9940121	+	Mixed	3	0.5021183332738451	0.07651743722051337	0.5659689962486482	-0.13606801944226457	-0.02608643026857191	-0.29106086873942144	-0.1921723869764593	-1.7782615882721493	-0.3409213797032196	-3.8038501982315696	-2.511484884453766
cg18618815	chr17	48275323	48275324	+	Age	6	0.6057172950017549	0.07971834703672961	0.5408786353920741	-0.2719475669663973	-0.008595411095199387	0.08756100078110622	-0.16191674214629806	-3.4113548144832904	-0.10782224437291854	1.0983795328917592	-2.0311101291613105
